,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
2720,726,1,1,56,8,123110,3,0,1,130113,1
2721,564,2,1,44,3,111760,3,1,1,104722,1
2722,544,0,1,32,9,110728,1,1,1,14559,0
2723,614,0,1,41,8,121558,1,1,1,598,0
2724,453,2,1,38,8,120623,1,1,0,129697,0
2725,471,0,1,58,4,114713,1,1,1,36315,0
2726,829,2,1,37,3,103457,1,0,0,1114,0
2727,754,2,0,57,2,101134,2,1,1,70954,0
2728,749,2,0,46,10,78136,2,1,1,73470,0
2729,667,0,0,23,1,0,2,1,0,91573,0
2730,670,1,0,30,3,133446,1,0,0,3154,0
2731,670,0,1,33,7,0,2,1,1,88187,0
2732,623,2,1,48,1,108076,1,1,0,118855,1
2733,571,0,0,32,5,131354,1,1,0,125256,0
2734,641,2,1,37,7,62974,2,0,1,39016,0
2735,551,2,1,30,2,143340,1,1,0,145796,0
2736,741,2,0,36,8,116993,2,1,0,168816,0
2737,472,0,0,31,4,58662,2,0,1,73322,0
2738,650,1,0,41,3,128808,3,0,0,113677,1
2739,625,0,0,45,7,137555,1,0,0,124607,0
2740,650,2,0,34,4,142393,1,1,1,11276,0
2741,535,0,1,38,8,0,2,1,0,136620,0
2742,649,0,1,41,2,125785,1,1,1,70523,0
2743,689,0,0,22,4,136444,1,1,0,51980,1
2744,694,1,0,38,7,121527,1,1,0,113481,0
2745,655,2,0,52,9,144696,1,1,1,49025,0
2746,620,0,0,36,8,0,2,1,1,145937,0
2747,577,0,1,35,10,0,2,1,1,25161,0
2748,401,2,0,48,8,128140,1,1,0,175753,1
2749,599,0,0,25,6,120383,1,1,1,24903,0
2750,481,0,1,57,9,0,3,1,1,169719,1
2751,704,0,0,42,8,129735,2,1,1,179565,0
2752,698,1,1,31,8,185078,1,0,0,115337,1
2753,480,0,1,28,6,0,2,0,0,48131,0
2754,682,0,0,42,0,0,1,1,1,160828,0
2755,700,1,0,31,7,0,2,0,1,145151,0
2756,492,0,0,29,1,144591,1,1,1,196293,0
2757,444,0,1,45,4,0,2,1,0,161653,1
2758,624,0,0,36,6,0,2,0,0,84635,0
2759,709,0,0,37,7,0,1,1,0,159486,0
2760,557,2,0,68,2,100194,1,1,1,38596,0
2761,646,2,0,50,6,145295,2,1,1,27814,0
2762,719,2,0,28,3,106070,2,1,1,183893,0
2763,706,2,1,47,6,120621,1,1,1,140803,0
2764,660,0,0,38,7,0,2,0,1,146585,0
2765,667,0,0,36,9,0,2,1,1,40062,0
2766,705,0,0,30,1,0,1,1,1,181300,0
2767,598,2,1,27,10,171283,1,1,1,84136,0
2768,669,0,0,26,4,0,2,1,1,197594,0
2769,580,2,1,38,1,128218,1,1,0,125953,1
2770,676,0,1,32,5,0,2,1,1,75465,0
2771,714,2,0,28,7,77776,1,1,0,177737,0
2772,597,2,1,72,6,124978,2,1,1,7144,0
2773,559,0,0,29,1,0,2,0,0,155639,0
2774,564,0,1,28,1,0,1,1,1,162428,0
2775,850,1,0,51,3,109799,2,1,1,12457,1
2776,689,0,0,39,7,0,2,0,0,14917,0
2777,758,2,1,61,8,125397,1,1,0,182184,1
2778,604,1,1,71,10,0,2,1,1,129984,0
2779,733,2,0,38,9,111347,2,0,1,194872,0
2780,778,1,0,40,8,104291,2,1,1,117507,0
2781,732,2,1,61,9,94867,2,1,1,157527,1
2782,646,0,0,24,8,0,2,0,0,92612,0
2783,597,0,1,33,6,135703,2,0,0,74850,0
2784,821,2,1,37,5,106453,2,0,1,127413,0
2785,640,0,0,43,7,132412,1,0,0,69584,1
2786,511,2,1,40,9,124401,1,1,0,198814,1
2787,805,0,0,46,6,118022,3,1,0,162643,1
2788,540,2,0,39,1,82531,1,1,0,114092,0
2789,705,1,0,44,0,184552,1,1,0,68860,1
2790,540,2,0,39,4,127278,1,1,1,16150,0
2791,532,1,1,66,3,0,1,1,1,115227,0
2792,535,0,1,45,2,0,2,0,1,170621,0
2793,627,2,0,23,5,184244,1,1,0,103099,0
2794,646,0,0,52,8,59669,1,0,0,172495,1
2795,515,0,1,25,7,79543,1,0,1,38772,0
2796,697,0,1,39,6,151553,1,1,1,44946,0
2797,652,2,0,27,2,166527,2,0,1,146007,0
2798,579,2,0,28,6,150329,1,1,0,145558,0
2799,760,0,0,43,8,121911,1,1,0,193312,0
2800,769,0,0,51,9,156773,2,1,0,40257,0
2801,498,1,0,29,8,127864,1,1,1,46677,0
2802,774,0,0,53,4,113709,1,1,1,153887,1
2803,705,2,1,43,7,79974,1,1,1,103108,0
2804,648,0,1,44,2,0,2,1,1,58652,0
2805,688,0,1,51,5,0,1,1,0,91624,1
2806,592,1,0,38,0,0,1,1,0,65986,1
2807,705,0,0,33,3,144427,2,1,0,113845,0
2808,654,0,0,42,7,99263,1,1,1,67607,0
2809,624,0,1,32,2,79368,2,1,1,145471,0
2810,594,0,1,30,10,0,2,1,1,124071,0
2811,695,1,1,34,9,0,2,1,1,67502,0
2812,597,0,0,28,2,0,3,1,1,78707,0
2813,758,0,1,52,7,125095,1,1,0,171189,1
2814,737,2,1,40,2,162485,2,1,0,149381,0
2815,694,2,0,37,1,95668,2,1,0,100335,0
2816,683,0,0,25,4,0,2,1,0,152698,0
2817,538,1,1,30,8,0,2,1,1,41192,0
2818,669,0,0,37,4,0,1,1,0,132540,0
2819,730,0,1,34,5,74197,2,1,0,96875,0
2820,622,0,1,31,1,89688,1,1,1,152305,0
2821,714,1,1,33,10,103121,2,1,1,49672,0
2822,569,1,1,34,3,0,1,1,0,133997,0
2823,668,2,1,59,5,120170,1,0,1,50454,0
2824,628,0,0,32,9,149136,2,1,1,16402,0
2825,600,0,0,40,1,141136,1,1,1,67803,0
2826,693,0,1,43,4,152341,1,1,0,9241,0
2827,704,0,0,36,7,120026,2,0,1,100601,0
2828,527,1,0,33,9,132168,1,0,0,98734,0
2829,553,2,0,43,6,85200,2,1,1,160574,0
2830,575,1,0,53,1,84903,2,0,1,26015,0
2831,626,0,1,32,0,0,2,0,0,187172,0
2832,582,0,0,20,4,0,1,1,1,55763,0
2833,683,1,0,40,8,0,1,1,0,75848,0
2834,850,0,0,30,9,121535,1,0,0,40313,0
2835,653,1,0,35,6,116662,2,1,1,23864,0
2836,679,0,0,60,8,0,2,1,1,51380,0
2837,549,2,1,49,6,124829,1,0,1,93551,0
2838,850,1,1,36,2,155180,2,0,0,169415,0
2839,558,2,1,32,1,108262,1,1,1,6935,0
2840,528,1,0,40,4,0,2,1,0,25399,0
2841,801,0,0,38,5,0,2,1,0,66256,0
2842,513,1,0,48,2,0,1,1,1,114709,1
2843,666,2,0,38,6,99812,2,1,1,158357,0
2844,606,0,0,35,2,132164,1,0,1,164815,0
2845,599,2,0,45,10,103583,1,1,0,132127,1
2846,544,2,0,39,4,142406,2,1,0,146637,0
2847,529,1,0,38,7,99842,2,1,0,90256,1
2848,850,0,1,41,5,0,2,1,1,34827,0
2849,497,0,0,41,9,0,1,0,0,22074,0
2850,764,0,1,39,5,81042,1,0,1,109805,0
2851,603,0,1,48,5,0,1,1,0,100478,1
2852,609,0,0,40,6,0,2,1,1,97416,0
2853,487,0,0,53,4,199689,1,1,1,24207,1
2854,748,0,0,33,1,142645,1,0,0,69132,0
2855,710,1,1,75,5,0,2,1,1,9376,0
2856,432,2,1,45,3,110219,1,1,0,43046,1
2857,534,1,0,51,3,0,2,0,1,20856,0
2858,607,0,0,25,3,0,2,0,0,187048,0
2859,551,1,0,32,4,0,2,1,0,53420,0
2860,674,0,0,45,7,142072,1,1,0,37013,0
2861,525,0,1,25,6,0,2,1,0,89566,0
2862,645,2,0,33,8,149564,1,0,0,149913,0
2863,755,0,1,43,9,0,2,1,0,18066,0
2864,708,2,0,37,8,153366,1,1,1,26912,0
2865,715,0,0,21,6,76467,1,1,1,173511,0
2866,727,0,1,26,9,121508,1,1,1,146785,0
2867,559,1,1,27,1,0,1,0,1,1050,0
2868,545,1,0,36,8,73211,2,1,0,89587,1
2869,524,0,0,22,9,0,2,1,0,74405,0
2870,707,0,1,55,1,0,2,0,1,54409,0
2871,671,1,0,38,0,92674,2,1,0,3647,0
2872,439,1,0,52,3,96196,4,1,0,198874,1
2873,667,2,1,36,1,114391,1,1,1,53412,0
2874,831,2,0,32,9,80262,1,1,0,194867,0
2875,545,1,1,33,7,173331,1,1,0,150452,0
2876,604,1,1,35,7,147285,1,1,1,57807,0
2877,657,1,0,67,5,119785,2,1,1,107534,0
2878,487,1,1,36,1,140137,1,1,0,194073,0
2879,750,2,1,52,6,107467,1,1,0,126233,1
2880,694,2,1,37,8,98218,2,1,0,182354,1
2881,711,2,1,35,2,133607,1,1,1,120586,0
2882,551,0,0,37,3,0,2,1,1,50578,0
2883,559,0,1,38,8,95139,1,1,1,86575,0
2884,620,0,1,29,3,0,2,0,1,153392,0
2885,660,1,0,42,5,0,2,1,0,115509,0
2886,449,0,1,37,6,0,2,1,0,82176,0
2887,703,2,1,26,1,97331,1,1,0,63717,0
2888,795,2,0,37,2,139265,2,1,1,198745,0
2889,594,0,1,31,9,0,1,0,1,5719,0
2890,586,1,0,34,5,168094,1,0,0,20058,0
2891,613,2,1,30,5,131563,2,1,0,170638,0
2892,601,0,0,44,3,0,2,1,0,30607,0
2893,657,0,0,50,9,0,2,0,0,37171,0
2894,531,0,0,31,3,0,1,1,1,42589,0
2895,621,2,0,47,7,107363,1,1,1,66799,0
2896,782,0,1,33,2,94493,1,0,1,101866,0
2897,528,2,1,29,9,170214,2,1,0,49284,0
2898,696,0,0,52,6,139781,1,1,0,27445,1
2899,586,0,1,35,7,0,2,1,0,70760,0
2900,626,1,1,26,8,148610,3,0,1,104502,1
2901,498,0,0,73,2,170241,2,1,1,165407,0
2902,691,0,1,33,1,128306,1,1,1,113580,0
2903,568,0,1,47,7,0,2,1,1,45978,0
2904,715,0,1,35,3,0,1,1,1,152012,0
2905,680,2,0,32,7,175454,1,0,1,77349,0
2906,802,1,0,41,6,0,2,1,0,47322,0
2907,539,0,1,22,0,100885,2,1,1,38772,0
2908,494,0,0,69,9,93320,1,1,1,24489,0
2909,594,2,0,38,6,63176,2,1,1,14466,0
2910,596,0,0,33,2,139451,1,0,0,63142,0
2911,649,0,1,52,8,49113,1,1,0,41858,0
2912,699,2,0,32,1,123906,3,1,1,127443,1
2913,787,0,1,40,6,0,2,1,1,84151,0
2914,604,0,0,28,7,0,2,0,0,58595,0
2915,489,2,1,52,1,131441,1,1,0,37240,1
2916,651,0,0,56,2,0,1,1,0,114522,1
2917,698,0,0,57,6,136325,2,1,1,72549,1
2918,578,2,1,38,4,113150,2,1,0,176712,1
2919,538,1,1,42,9,0,1,0,0,152855,0
2920,696,0,1,33,4,0,2,1,1,73371,0
2921,507,2,1,46,8,102785,1,1,1,70323,0
2922,685,1,0,34,6,83264,1,0,0,9663,0
2923,705,2,0,41,4,72252,2,1,1,142514,0
2924,499,2,1,29,6,148051,1,1,0,118623,0
2925,717,0,1,76,9,138489,1,1,1,68400,0
2926,510,0,0,63,8,0,2,1,1,115291,0
2927,632,0,0,32,6,111589,1,1,1,170382,0
2928,668,2,1,39,0,122104,1,1,0,112946,1
2929,744,2,0,32,4,96106,1,1,1,79812,0
2930,663,2,0,42,7,115930,1,1,0,19862,0
2931,638,2,1,37,7,124513,2,1,0,158610,0
2932,688,0,1,54,9,0,1,1,0,191212,1
2933,588,1,0,46,8,0,1,1,0,61931,0
2934,631,0,0,33,7,0,1,1,1,58043,1
2935,687,1,0,35,8,100988,2,1,0,22247,0
2936,599,0,0,44,10,118577,1,1,1,31448,0
2937,718,1,0,28,6,0,2,1,0,146875,0
2938,730,0,0,27,5,0,2,1,1,116081,0
2939,533,0,1,39,2,0,1,0,1,73669,1
2940,711,1,1,28,5,0,2,1,1,93959,0
2941,555,1,1,26,9,0,2,0,1,158918,0
2942,850,0,1,42,9,113311,1,1,1,198193,0
2943,678,0,1,41,9,0,1,0,0,13160,0
2944,576,0,0,32,7,0,2,1,0,4660,0
2945,835,2,0,20,4,124365,1,0,0,180197,1
2946,592,0,0,42,1,147249,2,1,1,63023,0
2947,774,0,0,36,7,103688,1,0,1,118971,0
2948,620,0,1,29,1,138740,2,0,0,154700,0
2949,519,1,0,39,4,111900,1,1,1,97577,0
2950,734,1,1,37,0,152760,1,1,1,48990,0
2951,763,2,0,31,7,143966,2,1,1,140262,1
2952,733,0,0,51,10,141556,1,1,0,130189,0
2953,650,0,1,43,6,0,2,1,1,16301,0
2954,538,0,1,33,5,0,2,1,0,126962,0
2955,577,0,1,46,1,0,1,1,1,158750,0
2956,792,0,0,30,8,0,2,1,0,199644,0
2957,686,0,1,41,10,0,1,1,1,144272,1
2958,589,0,0,29,2,0,2,0,1,98320,0
2959,530,0,0,25,9,162560,1,1,0,64129,0
2960,778,2,1,29,7,123229,1,1,0,181221,0
2961,616,1,0,31,7,76665,2,1,1,163809,0
2962,550,0,0,38,9,140278,3,1,1,171457,1
2963,655,0,1,51,3,0,2,0,1,15801,0
2964,721,0,0,46,1,115764,2,0,0,102950,0
2965,499,2,0,36,5,131142,2,1,0,174918,0
2966,511,0,0,45,5,68375,1,1,0,193160,1
2967,579,2,1,39,5,117833,3,0,0,5831,1
2968,696,1,1,36,7,0,2,1,1,82298,0
2969,681,0,0,34,7,0,2,0,0,130686,0
2970,815,0,0,45,7,0,1,0,1,52885,1
2971,681,1,0,30,2,111093,1,1,0,68985,0
2972,641,1,0,42,9,132657,1,1,0,35367,0
2973,591,0,1,56,9,128882,1,1,1,196241,1
2974,565,2,0,59,9,69129,1,1,1,170705,0
2975,487,0,0,37,6,0,2,1,1,126477,0
2976,729,0,0,39,4,121404,1,1,1,159618,0
2977,505,1,1,45,9,131355,3,1,0,195395,1
2978,580,0,1,35,1,102097,1,0,1,168285,0
2979,642,0,0,40,1,154863,1,1,1,138052,0
2980,850,1,1,41,3,99945,2,1,0,71179,0
2981,616,2,0,39,2,121704,2,1,0,55556,0
2982,526,1,1,43,3,0,2,1,0,31705,0
2983,523,2,0,35,8,138782,1,1,1,186118,0
2984,663,0,0,35,9,0,2,1,1,195580,0
2985,840,0,0,30,8,136291,1,1,0,54113,0
2986,570,2,0,42,0,107856,2,1,0,127528,0
2987,676,2,1,26,1,108348,1,0,0,60231,1
2988,689,0,0,47,1,93871,3,1,0,156878,1
2989,703,1,1,45,1,0,1,1,0,182784,1
2990,491,2,0,19,2,125860,1,0,0,129690,0
2991,584,0,0,49,8,172713,1,1,0,113860,0
2992,810,0,1,51,5,0,2,0,1,184524,0
2993,745,1,1,59,8,0,1,1,1,36124,0
2994,625,0,1,39,3,130786,1,0,1,121316,0
2995,535,0,1,29,2,112367,1,1,0,185630,0
2996,729,1,1,45,7,91091,2,1,0,71133,0
2997,655,0,1,26,7,106198,1,0,1,32020,0
2998,751,0,0,47,5,142669,2,1,0,162760,0
2999,525,0,0,33,1,112833,1,0,1,175178,0
3000,532,0,1,40,5,0,2,0,1,177099,0
3001,696,1,1,43,4,0,2,1,1,66406,0
3002,786,2,1,32,2,104336,2,0,0,59559,0
3003,580,0,0,55,6,104305,1,0,1,175750,0
3004,596,2,0,47,5,140187,2,1,1,174311,0
3005,683,0,0,39,4,0,2,1,0,171716,0
3006,747,0,1,45,1,114959,1,1,0,189362,1
3007,602,0,0,33,5,164704,1,0,1,180716,1
3008,779,0,0,62,10,119096,1,0,1,116977,0
3009,551,0,0,31,1,0,2,1,1,185105,0
3010,666,0,0,47,2,0,1,1,0,35046,1
3011,526,1,0,30,8,0,1,1,0,36251,0
3012,849,0,1,41,9,115465,1,1,0,103174,0
3013,471,0,1,27,4,0,2,1,0,122642,0
3014,628,1,0,43,3,184926,1,1,0,122937,0
3015,674,2,0,43,8,85957,2,1,0,8757,0
3016,797,0,0,32,10,114084,1,0,1,125782,0
3017,590,1,1,29,2,166930,2,1,0,122487,0
3018,588,0,1,27,8,0,1,1,0,20066,0
3019,577,0,0,29,7,0,2,1,1,55473,0
3020,571,0,1,38,6,107193,2,0,0,38962,0
3021,680,0,0,36,3,116275,1,1,1,63795,0
3022,648,1,1,27,7,0,2,1,1,163060,0
3023,618,0,0,39,2,91068,1,1,0,26578,0
3024,648,2,0,41,5,123049,1,0,1,5066,0
3025,759,0,1,39,6,0,2,1,1,140497,0
3026,585,0,0,40,7,0,2,0,0,146156,0
3027,774,0,1,42,3,137781,1,0,0,199316,0
3028,697,2,1,48,2,108128,2,1,1,103944,0
3029,605,1,0,39,10,105317,2,1,0,138021,0
3030,676,0,0,20,1,80569,1,0,0,68621,0
3031,678,0,1,22,4,174852,1,1,1,28149,0
3032,495,1,1,45,3,89158,3,1,0,135169,1
3033,787,0,1,85,10,0,2,1,1,116537,0
3034,770,0,0,36,2,89800,1,1,1,105922,0
3035,817,2,0,45,9,101207,1,0,0,88211,1
3036,659,0,0,43,1,106086,2,1,0,26900,0
3037,693,0,0,21,1,0,2,1,1,3494,0
3038,744,0,0,47,9,0,2,1,0,113163,0
3039,829,1,1,26,8,101440,2,1,1,19324,0
3040,716,0,0,38,4,0,2,1,0,189678,0
3041,671,0,0,34,7,106603,2,1,1,26387,0
3042,835,2,1,29,10,130420,2,0,0,106276,0
3043,636,0,1,38,1,0,1,1,0,45015,0
3044,649,1,0,29,2,45022,1,1,1,173495,0
3045,621,2,0,27,1,74298,1,1,1,52581,0
3046,658,2,1,31,3,133003,1,0,1,146339,1
3047,784,1,0,48,7,0,2,1,1,182609,0
3048,783,1,1,37,1,136689,1,1,0,197890,0
3049,615,0,0,32,4,0,2,1,1,6225,0
3050,791,0,1,44,5,0,2,1,1,123977,1
3051,762,0,0,53,1,102520,1,1,1,170195,0
3052,607,0,0,35,2,0,2,1,1,114190,0
3053,601,0,1,34,5,0,2,1,0,27022,0
3054,540,1,0,67,1,88382,1,0,1,59457,0
3055,812,0,0,44,4,115049,2,1,0,165038,0
3056,685,0,0,58,1,104796,1,1,1,154181,0
3057,680,0,0,33,1,123082,1,1,0,134960,0
3058,680,1,1,58,8,0,2,1,1,65708,0
3059,631,0,1,33,8,0,2,0,0,117374,0
3060,569,0,1,43,7,0,2,1,1,77703,0
3061,584,2,0,33,3,88311,2,1,1,177651,0
3062,582,0,1,40,9,0,3,1,1,60954,0
3063,609,0,0,32,7,71872,1,1,1,151924,0
3064,506,1,0,35,6,110046,2,1,0,26318,0
3065,503,0,0,42,8,104430,1,1,1,147557,0
3066,503,0,1,28,5,0,2,1,0,125918,0
3067,806,2,0,31,10,138653,1,1,0,190803,0
3068,653,0,1,31,7,102575,1,1,1,11043,0
3069,666,0,0,43,7,137780,2,1,1,119100,1
3070,674,1,0,32,2,0,2,1,0,140579,0
3071,798,0,0,32,7,0,2,0,1,37731,0
3072,740,0,1,30,8,105209,1,1,0,1852,0
3073,531,2,1,32,0,109570,2,1,1,172049,0
3074,614,2,1,44,6,118715,1,1,0,133591,1
3075,556,0,0,35,10,0,2,1,1,192751,0
3076,678,2,1,43,2,153393,2,1,1,193828,0
3077,587,2,0,33,6,132603,1,1,0,55775,0
3078,527,1,1,36,6,0,2,1,1,102280,0
3079,757,2,1,34,1,129398,2,0,0,44965,0
3080,468,1,0,28,3,0,2,1,0,170661,0
3081,693,0,0,29,2,151352,1,0,0,197145,0
3082,483,0,1,44,5,136836,1,1,0,192359,1
3083,466,0,0,40,4,91592,1,1,0,141210,1
3084,770,0,1,30,8,0,2,1,0,100557,0
3085,734,0,1,54,3,0,1,1,0,130805,1
3086,716,0,1,22,8,0,2,1,1,92606,0
3087,439,0,0,36,2,165536,2,1,1,123956,0
3088,538,2,0,25,5,62482,1,1,1,102758,0
3089,743,0,0,40,8,68155,1,1,0,94876,0
3090,734,1,1,43,3,55853,2,0,1,94811,1
3091,656,0,0,37,2,0,2,0,1,67840,0
3092,666,0,1,31,2,79589,1,0,0,4050,0
3093,627,1,0,41,5,100880,1,0,1,134665,0
3094,480,2,1,25,3,174330,2,0,0,181647,0
3095,792,0,0,19,7,143390,1,1,0,33282,0
3096,613,2,0,59,8,91415,1,0,0,27965,1
3097,476,2,0,30,3,134366,1,1,0,68343,0
3098,539,0,1,24,3,0,2,1,1,198161,0
3099,696,1,0,60,8,88786,1,1,1,196858,0
3100,810,2,0,35,3,96814,2,1,1,120511,0
3101,763,2,0,32,9,160680,1,1,0,30886,0
3102,640,0,1,29,3,0,2,1,0,2743,0
3103,655,0,1,47,10,0,2,1,0,167778,0
3104,526,2,0,31,5,145537,1,1,0,132404,0
3105,678,0,1,28,4,0,2,1,1,144423,1
3106,554,0,1,45,6,0,2,1,1,181204,0
3107,597,1,1,30,2,119370,1,1,1,182726,1
3108,560,1,1,28,1,0,2,1,1,120880,0
3109,850,2,1,47,10,134381,1,0,0,26812,1
3110,546,2,1,74,8,114888,2,1,1,66732,1
3111,623,2,0,42,1,149332,2,1,0,100834,0
3112,698,0,1,40,7,105061,3,1,0,107815,1
3113,620,0,0,32,7,0,2,1,1,34665,0
3114,619,0,1,40,10,0,1,1,1,147093,1
3115,561,0,0,21,4,0,1,1,1,36942,0
3116,753,0,1,39,7,155062,1,1,1,16460,0
3117,721,1,0,43,3,88798,1,0,0,45610,0
3118,451,0,0,33,6,0,2,1,0,184954,0
3119,680,2,1,51,5,143139,1,0,0,47795,1
3120,590,1,1,23,7,0,2,1,0,196789,0
3121,634,2,0,27,3,107027,1,1,0,173425,0
3122,676,0,0,29,4,140720,1,1,0,36221,0
3123,642,0,0,30,8,80964,2,1,0,174738,0
3124,760,0,0,39,6,178585,1,1,0,67131,1
3125,736,1,1,26,4,135889,1,1,1,165692,0
3126,656,0,0,43,7,134919,1,1,0,194691,0
3127,776,2,0,33,8,115130,1,0,0,129525,1
3128,832,1,1,34,6,138190,2,0,1,146511,0
3129,631,2,0,37,9,131519,2,1,1,51752,0
3130,795,1,1,56,5,0,1,1,0,35418,1
3131,648,2,1,39,3,126935,2,0,1,57995,0
3132,615,0,0,39,4,133707,1,1,1,108152,0
3133,682,0,1,27,1,97893,1,1,0,166144,0
3134,694,0,0,34,5,127900,1,1,0,101737,0
3135,694,0,0,37,10,143835,1,0,1,33326,0
3136,607,0,0,44,0,0,2,1,1,81140,0
3137,664,0,0,48,10,0,1,1,0,140173,1
3138,756,0,0,60,2,0,1,1,1,166513,1
3139,645,0,1,40,3,129596,1,1,1,103232,0
3140,653,1,0,30,4,0,2,1,0,120736,0
3141,710,2,1,24,2,110407,2,0,0,15832,1
3142,697,0,1,76,7,0,2,0,1,188772,0
3143,619,2,1,41,8,142015,2,1,0,114323,0
3144,648,1,0,55,1,81370,1,0,1,181534,0
3145,482,2,1,48,2,69329,1,0,0,102640,1
3146,548,0,1,28,8,116755,2,1,1,158585,1
3147,752,1,0,44,6,83870,1,1,0,178722,0
3148,648,0,1,39,6,130694,2,1,1,153955,1
3149,643,1,1,34,8,117451,1,1,0,65374,0
3150,573,2,1,35,9,206868,2,0,1,102986,0
3151,686,0,1,39,3,111695,1,0,0,136643,0
3152,644,0,1,40,9,137285,4,1,0,77063,1
3153,702,0,1,29,6,149218,1,1,1,9633,0
3154,652,0,0,51,7,0,2,0,1,43496,0
3155,641,1,0,32,7,0,2,1,1,24267,0
3156,692,2,1,41,8,130701,1,1,0,59354,1
3157,574,1,0,34,5,0,2,0,0,28269,0
3158,643,0,1,31,3,167949,1,1,0,143162,0
3159,834,0,0,23,4,131254,1,1,0,20199,0
3160,591,0,0,28,5,0,2,1,1,48606,0
3161,470,1,0,34,9,0,2,0,1,89013,0
3162,608,1,0,34,7,86656,1,0,1,59890,0
3163,649,2,1,37,8,114737,1,1,1,106655,1
3164,665,0,1,38,5,0,2,1,0,156439,0
3165,651,0,1,39,6,0,1,1,0,24176,0
3166,555,2,0,62,4,119817,1,0,1,43507,1
3167,637,0,1,48,7,130806,2,1,1,132005,1
3168,675,0,1,49,0,0,1,1,1,80496,1
3169,677,1,0,40,5,0,2,1,0,88947,0
3170,850,2,1,35,2,80931,1,0,0,12639,1
3171,815,0,1,56,3,0,3,1,1,94248,1
3172,665,2,0,32,1,132178,1,0,0,11865,0
3173,485,0,1,27,3,0,2,1,0,141449,0
3174,577,1,0,43,6,0,2,1,1,149457,0
3175,586,0,1,35,7,164769,3,1,0,119814,1
3176,722,2,0,29,1,107233,2,1,0,24924,0
3177,528,0,1,27,7,176227,2,0,1,139481,0
3178,542,0,1,39,4,109949,2,1,1,41268,0
3179,552,0,1,34,5,0,2,1,1,1351,0
3180,678,0,1,60,10,117738,1,1,0,147489,1
3181,575,1,1,37,9,133292,1,1,0,111175,0
3182,669,0,1,43,1,160474,1,1,1,95963,0
3183,636,0,0,43,6,0,2,1,0,43128,0
3184,667,2,0,55,9,154393,1,1,1,137674,1
3185,652,2,1,45,9,110827,1,1,1,153383,1
3186,637,2,1,36,10,145750,2,1,1,96660,0
3187,516,1,1,45,8,109044,1,0,1,115818,0
3188,801,0,1,32,4,75170,1,1,1,37898,0
3189,692,0,1,42,2,0,2,1,0,145222,0
3190,585,0,1,28,6,105795,1,1,1,41219,0
3191,590,0,0,32,5,0,2,1,0,59249,0
3192,554,1,0,66,8,0,2,1,1,116747,0
3193,659,0,1,49,1,0,1,1,0,116249,1
3194,690,0,1,26,3,118097,1,1,0,61257,0
3195,697,2,0,29,0,172693,1,0,0,141798,0
3196,610,0,0,36,4,129440,2,1,0,102638,0
3197,599,1,0,36,4,0,2,0,0,13210,0
3198,544,0,0,23,1,96471,1,1,0,35550,0
3199,548,0,1,46,1,0,1,1,1,104469,1
3200,635,1,0,24,4,140197,1,1,1,142935,0
3201,722,0,0,20,6,0,2,1,0,195486,0
3202,564,0,1,33,4,135946,1,1,0,63170,0
3203,719,0,0,69,3,0,2,1,1,58320,0
3204,547,2,0,50,3,81290,3,0,1,177747,1
3205,850,0,1,42,8,0,1,1,0,19632,1
3206,515,2,0,60,9,113715,1,1,0,18424,1
3207,667,1,0,56,2,168883,1,0,1,18897,0
3208,607,2,0,36,8,143421,1,1,0,97879,0
3209,525,0,0,26,7,153644,1,1,1,63197,0
3210,606,1,1,53,1,109330,1,1,1,75860,0
3211,686,2,1,27,1,115095,2,0,0,78622,0
3212,611,0,0,35,10,0,1,1,1,23598,1
3213,827,1,0,46,1,183276,1,1,1,13460,0
3214,572,0,0,33,9,68193,1,1,0,19998,0
3215,726,0,1,32,8,0,2,0,0,185075,0
3216,579,2,0,31,6,139729,1,0,1,135815,0
3217,598,1,1,56,4,98365,1,1,1,44251,0
3218,663,0,0,36,10,0,2,1,0,136349,0
3219,505,2,1,37,10,122453,2,1,1,52693,0
3220,576,2,0,30,7,132174,2,0,0,93767,0
3221,555,1,1,24,2,0,2,0,1,197866,0
3222,524,0,0,30,1,0,2,1,0,126812,0
3223,776,1,0,39,2,104349,1,0,0,79503,0
3224,645,2,1,41,2,138881,1,1,0,129936,1
3225,850,2,1,32,0,116968,1,0,0,175094,0
3226,603,2,0,35,1,105346,2,1,1,130379,0
3227,691,0,0,26,9,136623,1,1,0,153228,0
3228,583,0,1,29,10,0,2,1,1,111285,0
3229,584,0,1,66,5,0,1,1,0,49553,1
3230,679,0,1,33,6,0,2,1,1,98015,0
3231,646,0,0,36,6,124445,1,1,0,88481,0
3232,559,0,1,34,5,68999,2,1,1,66879,0
3233,595,1,0,36,6,85768,1,1,1,24802,0
3234,527,0,0,47,1,0,1,1,0,21312,1
3235,684,1,0,34,9,100628,2,1,1,190263,0
3236,673,1,1,32,0,0,1,1,1,72873,0
3237,802,1,0,38,7,0,2,0,1,57764,0
3238,675,0,0,54,6,0,1,1,0,110273,1
3239,762,1,1,19,6,0,2,1,0,55500,0
3240,580,0,0,50,0,125647,1,1,0,57541,1
3241,621,2,1,31,8,100375,1,1,1,90384,0
3242,411,0,1,36,10,0,1,0,0,120694,0
